title_xpa,extenses_xpa,meaning_xpa
 ～たびに(tabi ni)【JLPT N3 Grammar】,あのの人は、う、うをれている,Aすると、いつもBです。Aすると、毎回Bです。
 ～たびに(tabi ni)【JLPT N3 Grammar】,このをく、をいす,Aすると、いつもBです。Aすると、毎回Bです。
 ～たびに(tabi ni)【JLPT N3 Grammar】,パソコンがフリーズする、しいパソコンをわなきゃとう,Aすると、いつもBです。Aすると、毎回Bです。
 ～たびに(tabi ni)【JLPT N3 Grammar】,このゲームは、やる、うになるから、おもしろいです,Aすると、いつもBです。Aすると、毎回Bです。
 ～たびに(tabi ni)【JLPT N3 Grammar】,このは、する、がちていきます,Aすると、いつもBです。Aすると、毎回Bです。
 ～たびに(tabi ni)【JLPT N3 Grammar】,V辞書形 ＋ います　→　うevery time / 每次Aすると、いつもBです,Aすると、いつもBです。Aすると、毎回Bです。
 ～たびに(tabi ni)【JLPT N3 Grammar】,Aすると、毎回Bです,Aすると、いつもBです。Aすると、毎回Bです。
 ～たものだ(ta mono da)【JLPT N3 Grammar】,がのときには、とサッカーをしてん,used to / 曾经
 ～たものだ(ta mono da)【JLPT N3 Grammar】,したは、とよくこのに,used to / 曾经
 ～たものだ(ta mono da)【JLPT N3 Grammar】,のころは、このでよくし,used to / 曾经
 ～たものだ(ta mono da)【JLPT N3 Grammar】,なつかしい,used to / 曾经
 ～たものだ(ta mono da)【JLPT N3 Grammar】,はよくをにっけど、はかないな,used to / 曾经
 ～たものだ(ta mono da)【JLPT N3 Grammar】,あいつとは、い、このでまでみかしよ,used to / 曾经
 ～たものだ(ta mono da)【JLPT N3 Grammar】,のころは、つまらないことで、いし,used to / 曾经
 ～たものだ(ta mono da)【JLPT N3 Grammar】,いころはゲームセンターによくっけど、はかなくなった,used to / 曾经
 ～たものだ(ta mono da)【JLPT N3 Grammar】,はよくスカートをはいけど、ははかない,used to / 曾经
 ちなみに(chinami ni)【JLPT N2の文法 Grammar】,このパソコンは秋葉原で買いました,今夜、面白い映画があるから、ぜひみてください！
 ちなみに(chinami ni)【JLPT N2の文法 Grammar】,12万円でした,21時からです！
 ちなみに(chinami ni)【JLPT N2の文法 Grammar】,けっこういいですよ,今夜、面白い映画があるから、ぜひみてください！
 ちなみに(chinami ni)【JLPT N2の文法 Grammar】,彼は市のカラオケ大会で優勝したことがある,21時からです！
 ちなみに(chinami ni)【JLPT N2の文法 Grammar】,、その時の参加人数は103人だった,今夜、面白い映画があるから、ぜひみてください！
 ちなみに(chinami ni)【JLPT N2の文法 Grammar】,明日のお祭りに参加する人は、11時に神社の前に集まってください,21時からです！
 ちなみに(chinami ni)【JLPT N2の文法 Grammar】,、お弁当はでませんので、各自持ってきてください,今夜、面白い映画があるから、ぜひみてください！
 ちなみに(chinami ni)【JLPT N2の文法 Grammar】,このスポーツジムの利用料は、毎月50万円です,21時からです！
 ちなみに(chinami ni)【JLPT N2の文法 Grammar】,会員は社長や医者、芸能人の人が多いですね,今夜、面白い映画があるから、ぜひみてください！
 〜ついでに(tsuide ni)【JLPT N3 Grammar】,図書館に本を返しに行く、どこかで買い物をしよう,今年の
 〜ついでに(tsuide ni)【JLPT N3 Grammar】,晩ご飯を作る、明日の朝ご飯もつくってしまおう,は、
 〜ついでに(tsuide ni)【JLPT N3 Grammar】,家を出る、ゴミを捨てます,、おみくじも引いてみた。
 〜ついでに(tsuide ni)【JLPT N3 Grammar】,パソコンを修理してもらう、HDのもやしてもらった,今年の
 〜ついでに(tsuide ni)【JLPT N3 Grammar】,を開ける、をしておいた,は、
 〜ついでに(tsuide ni)【JLPT N3 Grammar】,自分のコーヒーをれる、のもれてあげた,、おみくじも引いてみた。
 〜ついでに(tsuide ni)【JLPT N3 Grammar】,先生に日本語のをする、本も借りた,今年の
 〜ついでに(tsuide ni)【JLPT N3 Grammar】,さんは、家をてる、も作ってくれた,は、
 〜ついでに(tsuide ni)【JLPT N3 Grammar】,このったをにける、道も聞いてみよう,、おみくじも引いてみた。
 〜ついでに(tsuide ni)【JLPT N3 Grammar】,amazonでほしかった本を買う、まんがもした,今年の
 〜ついでに(tsuide ni)【JLPT N3 Grammar】,でのをべる、使い方もべておきます,は、
 〜ついでに(tsuide ni)【JLPT N3 Grammar】,コンビニのレジでおを買う、タバコも一つ買った,、おみくじも引いてみた。
 〜ついでに(tsuide ni)【JLPT N3 Grammar】,のにく、いをしておこう,今年の
 〜ついでに(tsuide ni)【JLPT N3 Grammar】,のごをる、のごもった,は、
 〜ついでに(tsuide ni)【JLPT N3 Grammar】,にる、くをしよう,、おみくじも引いてみた。
 〜ついでに(tsuide ni)【JLPT N3 Grammar】,にた、カードにおをチャージしておこう,今年の
 〜ついでに(tsuide ni)【JLPT N3 Grammar】,で、をった、パーマもかけてもらった,は、
 〜ついでに(tsuide ni)【JLPT N3 Grammar】,のをする、ベッドのもえた,、おみくじも引いてみた。
 〜ついでに(tsuide ni)【JLPT N3 Grammar】,にった、スカイツリーもてきた,今年の
 〜ついでに(tsuide ni)【JLPT N3 Grammar】,ヨーロッパからアジアにきた、のアジアのもしたい,は、
 〜ついでに(tsuide ni)【JLPT N3 Grammar】,犬のの、の家にって晩ご飯を食べた,、おみくじも引いてみた。
 〜ついでに(tsuide ni)【JLPT N3 Grammar】,っしの、新しいを買いたいです,今年の
 〜ついでに(tsuide ni)【JLPT N3 Grammar】,のの、もきました,は、
 〜ついでに(tsuide ni)【JLPT N3 Grammar】,の、そののマラソンに出るのが好きです,、おみくじも引いてみた。
 〜ついでに(tsuide ni)【JLPT N3 Grammar】,今年のは、、おみくじも引いてみた,今年の
 〜っけ(kke)【JLPT N3 Grammar】,のテストは、からだ？ねえ、さんののってだ？ひろしだ？このチョコレート、べる？いものがきじゃないんだ？のっていつだ？だ？とんかつってどうやってるんだ？ まったホテルのはだ？れちゃった,えーと、どれが
 〜っけ(kke)【JLPT N3 Grammar】,ののはどこだ？ののは、からだ？ねえ、あそこにいるの、だ？たことがあるがするんだけど…,の
 〜っけ(kke)【JLPT N3 Grammar】,えーと、どれがのだ？てるからからなくなっちゃった,だ
 ～っこない(kko nai)【JLPT N2 Grammar】,あのはよ、いつもをらないんだから,　　→　でき
 ～っこない(kko nai)【JLPT N2 Grammar】,あのにはし,　　→　でき
 ～っこない(kko nai)【JLPT N2 Grammar】,はそんなにがよくないから,　　→　でき
 ～っこない(kko nai)【JLPT N2 Grammar】,でなんてできよ,　　→　でき
 ～っこない(kko nai)【JLPT N2 Grammar】,あのなチームがてるんだよ？なんてえよ、をうおもないんだから,　　→　でき
 ～っこない(kko nai)【JLPT N2 Grammar】,２からちたくらいじゃによ,　　→　でき
 ～っこない(kko nai)【JLPT N2 Grammar】,あいつはけっこうだから,　　→　でき
 ～っこない(kko nai)【JLPT N2 Grammar】,くじなんて、たりよ,　　→　でき
 ～っこない(kko nai)【JLPT N2 Grammar】,はすごくいんだ,　　→　でき
 ～っこない(kko nai)【JLPT N2 Grammar】,またあの子にプレゼントあげるの？どうせ、またもらってくれよ,　　→　でき
 ～っこない(kko nai)【JLPT N2 Grammar】,はなんてりよ,　　→　でき
 ～っこない(kko nai)【JLPT N2 Grammar】,では、れだってってたし,　　→　でき
 〜つつある(tsutsu aru)【JLPT N2 Grammar】,先週から風邪をひいているが、今は治り,ビールを毎日飲むので、太り
 〜つつある(tsutsu aru)【JLPT N2 Grammar】,少しずつ、日本語が話せるようになり,。
 〜つつある(tsutsu aru)【JLPT N2 Grammar】,今日も一日が終わり,ビールを毎日飲むので、太り
 〜つつある(tsutsu aru)【JLPT N2 Grammar】,もう夕方だ,。
 〜つつある(tsutsu aru)【JLPT N2 Grammar】,スマホの登場で、デジタルカメラの人気がなくなり,ビールを毎日飲むので、太り
 〜つつある(tsutsu aru)【JLPT N2 Grammar】,このプロジェクトに賛同する人がだんだん少なくなって、中止になり,。
 〜つつある(tsutsu aru)【JLPT N2 Grammar】,幼い頃の記憶は、忘れ,ビールを毎日飲むので、太り
 〜つつある(tsutsu aru)【JLPT N2 Grammar】,近年、月々の電気代が高くなり,。
 〜つつある(tsutsu aru)【JLPT N2 Grammar】,政府への不満が高まり,ビールを毎日飲むので、太り
 〜つつある(tsutsu aru)【JLPT N2 Grammar】,最近はゴルフをしていないので、下手になり,。
 〜つつある(tsutsu aru)【JLPT N2 Grammar】,技術の進歩で、人々の生活が変わり,ビールを毎日飲むので、太り
 〜つつある(tsutsu aru)【JLPT N2 Grammar】,冬も終わって、暖かくなり,。
 〜つつある(tsutsu aru)【JLPT N2 Grammar】,日本では高齢化が進み,ビールを毎日飲むので、太り
 〜つつある(tsutsu aru)【JLPT N2 Grammar】,最近、買い物をしすぎてお金がなくなり,。
 〜つつある(tsutsu aru)【JLPT N2 Grammar】,若者は本を読まなくなり,ビールを毎日飲むので、太り
 〜つつある(tsutsu aru)【JLPT N2 Grammar】,ビールを毎日飲むので、太り,。
" であれ / であろうと(de are, de arouto)【JLPT N1の文法 Grammar】",理由がなん、うそをつかれたのは悲しい,whatever; whoever /　不管〜
" であれ / であろうと(de are, de arouto)【JLPT N1の文法 Grammar】",犯人が誰、どこにいようと、必ず私が捕まえる,whatever; whoever /　不管〜
" であれ / であろうと(de are, de arouto)【JLPT N1の文法 Grammar】",小規模、なん、退職する人にパーティーを開いてあげたい,whatever; whoever /　不管〜
" であれ / であろうと(de are, de arouto)【JLPT N1の文法 Grammar】",彼は、それが敵、味方、頭のいい人をかっこいいと思ってしまう,whatever; whoever /　不管〜
" であれ / であろうと(de are, de arouto)【JLPT N1の文法 Grammar】",1円、10円、お金なんだから、盗んではいけないよ,whatever; whoever /　不管〜
" であれ / であろうと(de are, de arouto)【JLPT N1の文法 Grammar】",王様、一般市民、みんなそれぞれ幸せになりたいと思っている,whatever; whoever /　不管〜
" であれ / であろうと(de are, de arouto)【JLPT N1の文法 Grammar】",公務員、会社員、誰かのために働くのは同じだ,whatever; whoever /　不管〜
" であれ / であろうと(de are, de arouto)【JLPT N1の文法 Grammar】",年上なん、マナーや礼儀を知らない人はよくないと思う,whatever; whoever /　不管〜
" であれ / であろうと(de are, de arouto)【JLPT N1の文法 Grammar】",人は、どんなに悪い状況、前を向いて行きていく必要がある,whatever; whoever /　不管〜
" であれ / であろうと(de are, de arouto)【JLPT N1の文法 Grammar】",何歳、どきどき、わくわくする気持ちを忘れない人は素敵だ,whatever; whoever /　不管〜
" であれ / であろうと(de are, de arouto)【JLPT N1の文法 Grammar】",誰、他人に言いたくない秘密を持っているはずです,whatever; whoever /　不管〜
 ～てからというもの(te kara to iu mono)【JLPT N1 Grammar】,あの家族は、幼い子どもをくし、くと言ってもいいぐらい、外出しなくなった, 
 ～てからというもの(te kara to iu mono)【JLPT N1 Grammar】,このすごい日本語学習アプリに出会っ、日本語がどんどん上手になっている, 
 ～てからというもの(te kara to iu mono)【JLPT N1 Grammar】,スマホを持ち歩かなくなっ、一日の中で自由に使える時間が増えた気がする, 
 ～てからというもの(te kara to iu mono)【JLPT N1 Grammar】,うちにペットが来、家族の会話が増えたと思う, 
 ～てからというもの(te kara to iu mono)【JLPT N1 Grammar】,初めてあのバンドの曲を聞い、そのバンドのほとんどのライブを見に行くようになった, 
 ～てからというもの(te kara to iu mono)【JLPT N1 Grammar】,いつもより少しな調味料を使っ、美味しすぎて、もう前の調味料は使えなくなってしまった, 
 ～てからというもの(te kara to iu mono)【JLPT N1 Grammar】,思い切ってし、一人で生活するのも悪くないと感じるようになった, 
 ～てからというもの(te kara to iu mono)【JLPT N1 Grammar】,を離れて一人らしをし、ちゃんとした食事をしないでカップラーメンばかりだ, 
 ～てからというもの(te kara to iu mono)【JLPT N1 Grammar】,本はで読むようにし、以前よりたくさん読むようになった, 
 ～てからというもの(te kara to iu mono)【JLPT N1 Grammar】,活用：使います　→　使っ意味：新しいことが始まってから、それが続いている, 
 ～てからというもの(te kara to iu mono)【JLPT N1 Grammar】,それをした後から、～ようになった, 
 〜てしかるべき(te shikaru beki)【JLPT N1 Grammar】,この道には信号があっだ,不祥事を起こした会社は、
 〜てしかるべき(te shikaru beki)【JLPT N1 Grammar】,こんなに車がたくさん通っているのだから,再発防止策をとらなければいけない。
 〜てしかるべき(te shikaru beki)【JLPT N1 Grammar】,優秀な学生はには奨学金が与えられだ,不祥事を起こした会社は、
 〜てしかるべき(te shikaru beki)【JLPT N1 Grammar】,あの殺人事件の犯人には、重い罰が与えられだ,再発防止策をとらなければいけない。
 〜てしかるべき(te shikaru beki)【JLPT N1 Grammar】,しっかりと結果を出した社員には、報酬が支払われて当然だ,不祥事を起こした会社は、
 〜てしかるべき(te shikaru beki)【JLPT N1 Grammar】,この歌手の歌は、もっと多くの人に聞かれだと思う,再発防止策をとらなければいけない。
 〜てしかるべき(te shikaru beki)【JLPT N1 Grammar】,困っている人には、手を差し伸べてだと思う,不祥事を起こした会社は、
 〜てしかるべき(te shikaru beki)【JLPT N1 Grammar】,人それぞれ好みは違ってだ,再発防止策をとらなければいけない。
 〜てしかるべき(te shikaru beki)【JLPT N1 Grammar】,価値観を押し付けてはいけない,不祥事を起こした会社は、
 〜てしかるべき(te shikaru beki)【JLPT N1 Grammar】,この小説はもっと評価されてだ,再発防止策をとらなければいけない。
 〜てしかるべき(te shikaru beki)【JLPT N1 Grammar】,こんなに面白い本は読んだことがない,不祥事を起こした会社は、
 〜てしかるべき(te shikaru beki)【JLPT N1 Grammar】,この本には、あってものがない,再発防止策をとらなければいけない。
 〜てしかるべき(te shikaru beki)【JLPT N1 Grammar】,そう、ページ番号がないのだ,不祥事を起こした会社は、
 〜てしかるべき(te shikaru beki)【JLPT N1 Grammar】,担当者からは謝罪の言葉があってなのに、何も言ってこない,再発防止策をとらなければいけない。
 〜てしかるべき(te shikaru beki)【JLPT N1 Grammar】,不祥事を起こした会社は、再発防止策をとらなければいけない,不祥事を起こした会社は、
 てっきり,さんって、女の人のだと思ってたけど、男の人なんだね,「え、食べちゃったよ。
 てっきり,もう使ったと思っていた1万円が、の中から出てきてしかった,ってきてくれたのかと思った。」
 てっきり,え、あなた田中さんとれたの？、あなたたちはするんだと思ってたのに,「え、食べちゃったよ。
 てっきり,あの人のことを、アメリカ人だと思っていたけど、ったみたい,ってきてくれたのかと思った。」
 てっきり,彼、テストでいをったから、てっきりちんでいるかと思ったけど、みたいだね,「え、食べちゃったよ。
 てっきり,、彼はができる人だと思っていたけど、うみたいだね,ってきてくれたのかと思った。」
 てっきり,あ、ちわせはか！だとってた,「え、食べちゃったよ。
 てっきり,「ねえ、にれておいたプリンは？」「え、食べちゃったよ,ってきてくれたのかと思った。」
 てっきり,ってきてくれたのかと思った,「え、食べちゃったよ。
 ～ではあるまいし(dewa arumai shi)【JLPT N1 Grammar】,ここは都会ではあるまいし、電車が１時間に１本なのはしかたがない,：もしNだったらそうかもしれないけど、NじゃないからNがしそうなことにはならない。
 ～ではあるまいし(dewa arumai shi)【JLPT N1 Grammar】,あなた、いつまで寝ているの？子ども,：もしNだったらそうかもしれないけど、NじゃないからNがしそうなことにはならない。
 ～ではあるまいし(dewa arumai shi)【JLPT N1 Grammar】,早く会社に行きなさい！『1984』の世界、そこまでが行き過ぎることはないだろう,：もしNだったらそうかもしれないけど、NじゃないからNがしそうなことにはならない。
 ～ではあるまいし(dewa arumai shi)【JLPT N1 Grammar】,コンピューター、そんな複雑な計算は頭の中ではできないよ,：もしNだったらそうかもしれないけど、NじゃないからNがしそうなことにはならない。
 ～ではあるまいし(dewa arumai shi)【JLPT N1 Grammar】,マンガ、空を飛ぶなんてできるわけがないだろう,：もしNだったらそうかもしれないけど、NじゃないからNがしそうなことにはならない。
 ～ではあるまいし(dewa arumai shi)【JLPT N1 Grammar】,オリンピック選手、１００メートルを9秒台で走ることなんてできない,：もしNだったらそうかもしれないけど、NじゃないからNがしそうなことにはならない。
 ～ではあるまいし(dewa arumai shi)【JLPT N1 Grammar】,こんなかわいい虫でぎしなくてもいいだろ,：もしNだったらそうかもしれないけど、NじゃないからNがしそうなことにはならない。
 ～ではあるまいし(dewa arumai shi)【JLPT N1 Grammar】,ゴキブリ,：もしNだったらそうかもしれないけど、NじゃないからNがしそうなことにはならない。
 ～ではあるまいし(dewa arumai shi)【JLPT N1 Grammar】,ゴキブリだったらいやだけど,：もしNだったらそうかもしれないけど、NじゃないからNがしそうなことにはならない。
 ～ではあるまいし(dewa arumai shi)【JLPT N1 Grammar】,お金がない学生、デートがファストフード店なんて嫌だなあ,：もしNだったらそうかもしれないけど、NじゃないからNがしそうなことにはならない。
 ～ではあるまいし(dewa arumai shi)【JLPT N1 Grammar】,ドラマじゃあるまいし、の人によく出会うなんてあるわけがないだろう,：もしNだったらそうかもしれないけど、NじゃないからNがしそうなことにはならない。
 ～ではあるまいし(dewa arumai shi)【JLPT N1 Grammar】,息子「ねえ、新しい車買ってよ～,：もしNだったらそうかもしれないけど、NじゃないからNがしそうなことにはならない。
 ～ではあるまいし(dewa arumai shi)【JLPT N1 Grammar】,」父「何言ってるんだ、無理に決まってるだろ,：もしNだったらそうかもしれないけど、NじゃないからNがしそうなことにはならない。
 ～ではあるまいし(dewa arumai shi)【JLPT N1 Grammar】,うちは金持ち,：もしNだったらそうかもしれないけど、NじゃないからNがしそうなことにはならない。
 ～ではあるまいし(dewa arumai shi)【JLPT N1 Grammar】,彼氏「ご飯できたよ,：もしNだったらそうかもしれないけど、NじゃないからNがしそうなことにはならない。
 ～ではあるまいし(dewa arumai shi)【JLPT N1 Grammar】,見た目は悪いけど、味は大丈夫だと思う,：もしNだったらそうかもしれないけど、NじゃないからNがしそうなことにはならない。
 ～ではあるまいし(dewa arumai shi)【JLPT N1 Grammar】,」彼女「プロ,：もしNだったらそうかもしれないけど、NじゃないからNがしそうなことにはならない。
 ～ではあるまいし(dewa arumai shi)【JLPT N1 Grammar】,いいよ、おいしければ,：もしNだったらそうかもしれないけど、NじゃないからNがしそうなことにはならない。
 ～ではあるまいし(dewa arumai shi)【JLPT N1 Grammar】,」 A「先生遅いな、ここに来るまでに道に迷ってないかな,：もしNだったらそうかもしれないけど、NじゃないからNがしそうなことにはならない。
 ～ではあるまいし(dewa arumai shi)【JLPT N1 Grammar】,」B「歩き、大丈夫でしょう,：もしNだったらそうかもしれないけど、NじゃないからNがしそうなことにはならない。
 ～ではあるまいし(dewa arumai shi)【JLPT N1 Grammar】,タクシーで来るから、もう少し待ちましょう,：もしNだったらそうかもしれないけど、NじゃないからNがしそうなことにはならない。
 ～ではあるまいし(dewa arumai shi)【JLPT N1 Grammar】,」 A「この曲はレコードで聞くと最高だな～,：もしNだったらそうかもしれないけど、NじゃないからNがしそうなことにはならない。
 ～ではあるまいし(dewa arumai shi)【JLPT N1 Grammar】,」B「え～、,：もしNだったらそうかもしれないけど、NじゃないからNがしそうなことにはならない。
 ～ではあるまいし(dewa arumai shi)【JLPT N1 Grammar】,デジタルのほうが絶対いいよ,：もしNだったらそうかもしれないけど、NじゃないからNがしそうなことにはならない。
 ～ではあるまいし(dewa arumai shi)【JLPT N1 Grammar】,」 A「明日になったら、宿題がに終わってないかな,：もしNだったらそうかもしれないけど、NじゃないからNがしそうなことにはならない。
 ～ではあるまいし(dewa arumai shi)【JLPT N1 Grammar】,」B「,：もしNだったらそうかもしれないけど、NじゃないからNがしそうなことにはならない。
 ～ではあるまいし(dewa arumai shi)【JLPT N1 Grammar】,むりでしょ,：もしNだったらそうかもしれないけど、NじゃないからNがしそうなことにはならない。
 ～ではあるまいし(dewa arumai shi)【JLPT N1 Grammar】,早く終わらせたほうがいいよ,：もしNだったらそうかもしれないけど、NじゃないからNがしそうなことにはならない。
 ～ではあるまいし(dewa arumai shi)【JLPT N1 Grammar】,」 A「僕の友だち、身長が3メートルぐらいあるんだよね,：もしNだったらそうかもしれないけど、NじゃないからNがしそうなことにはならない。
 ～ではあるまいし(dewa arumai shi)【JLPT N1 Grammar】,」B「うそつくなよ,：もしNだったらそうかもしれないけど、NじゃないからNがしそうなことにはならない。
 ～ではあるまいし(dewa arumai shi)【JLPT N1 Grammar】,キリン,：もしNだったらそうかもしれないけど、NじゃないからNがしそうなことにはならない。
 ～ではあるまいし(dewa arumai shi)【JLPT N1 Grammar】,」：N＋子ども　→　子ども：もしNだったらそうかもしれないけど、NじゃないからNがしそうなことにはならない,：もしNだったらそうかもしれないけど、NじゃないからNがしそうなことにはならない。
 〜とあって(to atte)【JLPT N1の文法Grammar】,久しぶりの再会、お互いの近況を報告しあった,because of / 说是～所以～
 〜とあって(to atte)【JLPT N1の文法Grammar】,ゴールデンウィーク、どのお店も混んでいた,because of / 说是～所以～
 〜とあって(to atte)【JLPT N1の文法Grammar】,その日は有名人が来る、多くのファンが待っている,because of / 说是～所以～
 〜とあって(to atte)【JLPT N1の文法Grammar】,週末、映画館は家族連れで賑わっていた,because of / 说是～所以～
 〜とあって(to atte)【JLPT N1の文法Grammar】,年末セール、多くの人が買い物にきている,because of / 说是～所以～
 〜とあって(to atte)【JLPT N1の文法Grammar】,夏休み、平日なのに学生がたくさんいる,because of / 说是～所以～
 〜とあって(to atte)【JLPT N1の文法Grammar】,彼は飛行機に乗るのが初めて、緊張しているようだ,because of / 说是～所以～
 〜とあって(to atte)【JLPT N1の文法Grammar】,一年に一度のお祭り、街は多くの人で溢れている,because of / 说是～所以～
 〜といい〜といい(to ii to ii)【JLPT N1の文法 Grammar】,彼は見た目性格、申し分ない,both…and… / 〜也〜也
 〜といい〜といい(to ii to ii)【JLPT N1の文法 Grammar】,この果物は、味値段、文句のつけようがない,both…and… / 〜也〜也
 〜といい〜といい(to ii to ii)【JLPT N1の文法 Grammar】,彼の歌はメロディ歌詞、いつも感動させられる,both…and… / 〜也〜也
 〜といい〜といい(to ii to ii)【JLPT N1の文法 Grammar】,あの映画はストーリー、キャラクター、素晴らしかった,both…and… / 〜也〜也
 〜といい〜といい(to ii to ii)【JLPT N1の文法 Grammar】,あそこのラーメンは味、量、申し分ない,both…and… / 〜也〜也
 〜といい〜といい(to ii to ii)【JLPT N1の文法 Grammar】,この街は、駅からのアクセス、便利さ、住むにはちょうどいいところだ,both…and… / 〜也〜也
 〜といい〜といい(to ii to ii)【JLPT N1の文法 Grammar】,今日の店は、味値段、文句のつけようがなかった,both…and… / 〜也〜也
 〜といい〜といい(to ii to ii)【JLPT N1の文法 Grammar】,店長の淹れるコーヒーは香り味、いつも素晴らしい,both…and… / 〜也〜也
 〜といい〜といい(to ii to ii)【JLPT N1の文法 Grammar】,あの学生は、学力、性格、うちの学校の代表としては適任だ,both…and… / 〜也〜也
 〜といい〜といい(to ii to ii)【JLPT N1の文法 Grammar】,この服は、デザイン、値段、いまの私にぴったりだ,both…and… / 〜也〜也
 〜といったところだ(to itta tokoro da)【JLPT N1の文法 Grammar】,明日のイベントには、人が集まらなそうだ,程度は一番高くても〜ぐらいだ。あまり高くない。
 〜といったところだ(to itta tokoro da)【JLPT N1の文法 Grammar】,来ても10人,程度は一番高くても〜ぐらいだ。あまり高くない。
 〜といったところだ(to itta tokoro da)【JLPT N1の文法 Grammar】,あの先生の授業は進みが遅い,程度は一番高くても〜ぐらいだ。あまり高くない。
 〜といったところだ(to itta tokoro da)【JLPT N1の文法 Grammar】,進んでも1日に教科書2ページ,程度は一番高くても〜ぐらいだ。あまり高くない。
 〜といったところだ(to itta tokoro da)【JLPT N1の文法 Grammar】,今のアルバイトでは、時給は少し上がったが、1時間1000円,程度は一番高くても〜ぐらいだ。あまり高くない。
 〜といったところだ(to itta tokoro da)【JLPT N1の文法 Grammar】,もっと時給がいいところに変えようかな,程度は一番高くても〜ぐらいだ。あまり高くない。
 〜といったところだ(to itta tokoro da)【JLPT N1の文法 Grammar】,最近は節約しているので、電気代は多くても6000円,程度は一番高くても〜ぐらいだ。あまり高くない。
 〜といったところだ(to itta tokoro da)【JLPT N1の文法 Grammar】,彼女はいつも待ち合わせ時間ちょうどにくる,程度は一番高くても〜ぐらいだ。あまり高くない。
 〜といったところだ(to itta tokoro da)【JLPT N1の文法 Grammar】,待っても2、3分,程度は一番高くても〜ぐらいだ。あまり高くない。
 〜といったところだ(to itta tokoro da)【JLPT N1の文法 Grammar】,ここから新宿駅ならそんなにかからない,程度は一番高くても〜ぐらいだ。あまり高くない。
 〜といったところだ(to itta tokoro da)【JLPT N1の文法 Grammar】,タクシーなら15分,程度は一番高くても〜ぐらいだ。あまり高くない。
 〜といったところだ(to itta tokoro da)【JLPT N1の文法 Grammar】,有名人にはあまり会ったことがありません,程度は一番高くても〜ぐらいだ。あまり高くない。
 〜といったところだ(to itta tokoro da)【JLPT N1の文法 Grammar】,人生で2、3回,程度は一番高くても〜ぐらいだ。あまり高くない。
 〜といったところだ(to itta tokoro da)【JLPT N1の文法 Grammar】,いまご飯を作るから待っててください,程度は一番高くても〜ぐらいだ。あまり高くない。
 〜といったところだ(to itta tokoro da)【JLPT N1の文法 Grammar】,そんなにかからないですよ,程度は一番高くても〜ぐらいだ。あまり高くない。
 〜といったところだ(to itta tokoro da)【JLPT N1の文法 Grammar】,10分、15分,程度は一番高くても〜ぐらいだ。あまり高くない。
 〜といったところだ(to itta tokoro da)【JLPT N1の文法 Grammar】,A「このソファを注文したら、届くのはいつになりますか？」B「そうですねえ,程度は一番高くても〜ぐらいだ。あまり高くない。
 〜といったところだ(to itta tokoro da)【JLPT N1の文法 Grammar】,2週間ね,程度は一番高くても〜ぐらいだ。あまり高くない。
 〜といったところだ(to itta tokoro da)【JLPT N1の文法 Grammar】,」N ＋ 辞書形　+ 程度は一番高くても〜ぐらいだ,程度は一番高くても〜ぐらいだ。あまり高くない。
 〜といったところだ(to itta tokoro da)【JLPT N1の文法 Grammar】,あまり高くない,程度は一番高くても〜ぐらいだ。あまり高くない。
 ～といったらない(to ittara nai)【JLPT N1 Grammar】,彼の料理はおいしい,extremely / 非常
 ～といったらない(to ittara nai)【JLPT N1 Grammar】,毎日食べられて幸せ！隣の部屋がうるさいよ,extremely / 非常
 ～といったらない(to ittara nai)【JLPT N1 Grammar】,いつもパーティーで大きい音楽を流しているんだ,extremely / 非常
 ～といったらない(to ittara nai)【JLPT N1 Grammar】,昨日は全然寝られなかったから、今日は眠いよ,extremely / 非常
 ～といったらない(to ittara nai)【JLPT N1 Grammar】,この料理にはがたくさん入れられていて、辛い,extremely / 非常
 ～といったらない(to ittara nai)【JLPT N1 Grammar】,ひろしの部屋は、汚い,extremely / 非常
 ～といったらない(to ittara nai)【JLPT N1 Grammar】,足の踏み場がないというのは、彼の部屋のことだ,extremely / 非常
 ～といったらない(to ittara nai)【JLPT N1 Grammar】,この前のテストの難しさよ,extremely / 非常
 ～といったらない(to ittara nai)【JLPT N1 Grammar】,全然わからなかった,extremely / 非常
 ～といったらない(to ittara nai)【JLPT N1 Grammar】,あの店の料理のおいしさよ,extremely / 非常
 ～といったらない(to ittara nai)【JLPT N1 Grammar】,もちろん値段も高いんだけど,extremely / 非常
 ～といったらない(to ittara nai)【JLPT N1 Grammar】,うちのネコが寝ているところのかわいさよ,extremely / 非常
 ～といったらない(to ittara nai)【JLPT N1 Grammar】,昨日もたくさん写真をとっちゃった,extremely / 非常
 ～といったらない(to ittara nai)【JLPT N1 Grammar】,このの暑さよ,extremely / 非常
 ～といったらない(to ittara nai)【JLPT N1 Grammar】,暑くて倒れそうだ,extremely / 非常
 ～といったらない(to ittara nai)【JLPT N1 Grammar】,試験前のつらさよ,extremely / 非常
 ～といったらない(to ittara nai)【JLPT N1 Grammar】,ストレスで何回も泣きそうになったよ,extremely / 非常
 ～かと思いきや(kato omoiki ya)【JLPT N1の文法 Grammar】,彼は日本に10年も住んでいるから、日本語が上手、話すのは苦手だそうだ,I thoguht 〜 but
